produto;classificao_produto;id_produto;nom_municipio;cod_ibge;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
20-00-20                 ;NÃO INFORMADO       ;4521;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,56
20-05-15                 ;NÃO INFORMADO       ;11003;MANHUAÇU-MG                                       ;3139409                       ;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,95
20-05-20                 ;NÃO INFORMADO       ;4523;ITABELA-BA                                        ;2914653                       ;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,6
20-05-20                 ;NÃO INFORMADO       ;4523;MANHUAÇU-MG                                       ;3139409                       ;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,1
20-05-20                 ;NÃO INFORMADO       ;4523;PATROCÍNIO-MG                                     ;3148103                       ;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,6
20-05-20                 ;NÃO INFORMADO       ;4523;MACHADINHO D'OESTE-RO                             ;1100130                       ;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,7
20-05-20                 ;NÃO INFORMADO       ;4523;NOVA BRASILÂNDIA D'OESTE-RO                       ;1100148                       ;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,7
20-05-20                 ;NÃO INFORMADO       ;4523;MOJI MIRIM-SP                                     ;3530805                       ;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,4
20-05-20                 ;NÃO INFORMADO       ;4523;SANTA SALETE-SP                                   ;3547650                       ;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,58
20-05-20                 ;NÃO INFORMADO       ;4523;GOIANÉSIA-GO                                      ;5208608                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,59
20-05-20                 ;NÃO INFORMADO       ;4523;FLORESTA DO ARAGUAIA-PA                           ;1503044                       ;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,2
20-05-20                 ;NÃO INFORMADO       ;4523;ILÓPOLIS-RS                                       ;4310306                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,04
20-05-20                 ;NÃO INFORMADO       ;4523;SÃO JOSÉ DO RIO PRETO-SP                          ;3549805                       ;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,3
20-05-20 + MICRONUTRIENTE;NÃO INFORMADO       ;12600;PRATA-MG                                          ;3152808                       ;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,7
20-10-10                 ;NÃO INFORMADO       ;14397;ITÁPOLIS-SP                                       ;3522703                       ;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,54
20-10-20                 ;NÃO INFORMADO       ;4524;SANTA RITA-PB                                     ;2513703                       ;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,6
20-10-20                 ;NÃO INFORMADO       ;4524;SANTA RITA-PB                                     ;2513703                       ;PB        ;NORDESTE       ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;3,6
21-00-21                 ;NÃO INFORMADO       ;4525;FRANCA-SP                                         ;3516200                       ;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,6
22-00-22                 ;NÃO INFORMADO       ;11781;SANTA RITA-PB                                     ;2513703                       ;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,25
22-00-22                 ;NÃO INFORMADO       ;11781;SANTA RITA-PB                                     ;2513703                       ;PB        ;NORDESTE       ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;3,25
2,4-D                    ;NÃO INFORMADO       ;7052;CORURIPE-AL                                       ;2702306                       ;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;34,99
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;19,5
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;23,48
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;20,41
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CAPANEMA-PR                                       ;4104501                       ;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;22,95
2,4-D                    ;NÃO INFORMADO       ;7052;DOIS VIZINHOS-PR                                  ;4107207                       ;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;22,95
2,4-D                    ;NÃO INFORMADO       ;7052;SANTA ROSA-RS                                     ;4317202                       ;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;20,04
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;15,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;17,3
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;14,3
2,4-D                    ;NÃO INFORMADO       ;7052;DOURADOS-MS                                       ;5003702                       ;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;23,09
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,54
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CAMPO VERDE-MT                                    ;5102678                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;18,12
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,62
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,8
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;23,12
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,8
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;CRUZ ALTA-RS                                      ;4306106                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;NÃO INFORMADO       ;7052;SÃO GABRIEL-RS                                    ;4318309                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;ITAPEVA-SP                                        ;3522406                       ;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CRATEÚS-CE                                        ;2304103                       ;CE        ;NORDESTE       ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;105,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;15,0
