ano_agricola;safra;uf;produto;id_produto;id_levantamento;dsc_levantamento;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2020/21             ;UNICA          ;SE;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2020/21             ;UNICA          ;SE;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2020/21             ;UNICA          ;SE;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2020/21             ;UNICA          ;SE;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2020/21             ;UNICA          ;SE;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2020/21             ;UNICA          ;SE;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 010;10º LEV             ;1162;4299;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 011;11º LEV             ;1162;4299;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 012;12º LEV             ;1162;4299.4;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 001;1º LEV              ;1162;4041;3.5
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 002;2º LEV              ;1162;4041;3.5
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 003;3º LEV              ;1162;4041;3.5
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 004;4º LEV              ;1162;4145;3.6
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 005;5º LEV              ;1162;4299;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 006;6º LEV              ;1162;4299;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 007;7º LEV              ;1162;4299;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 008;8º LEV              ;1162;4299;3.7
2020/21             ;UNICA          ;SP;SOJA                                    ;4744; 009;9º LEV              ;1162;4296;3.7
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 010;10º LEV             ;1103;3504;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 011;11º LEV             ;1119;3556;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 012;12º LEV             ;1119;3526;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 001;1º LEV              ;1098;3564;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 002;2º LEV              ;1101;3571;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 003;3º LEV              ;1120;3634;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 004;4º LEV              ;1125;3651;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 005;5º LEV              ;1125;3651;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 006;6º LEV              ;1116;3653;3.3
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 007;7º LEV              ;1116;3713;3.3
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 008;8º LEV              ;1116;3546;3.2
2020/21             ;UNICA          ;TO;SOJA                                    ;4744; 009;9º LEV              ;1088;3454;3.2
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 010;10º LEV             ;6.1;20.4;3.3
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 011;11º LEV             ;6.1;20.4;3.3
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 012;12º LEV             ;6.1;20.4;3.3
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 001;1º LEV              ;6.1;17.4;2.9
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 002;2º LEV              ;6.1;17.4;2.9
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 003;3º LEV              ;6.1;17.4;2.9
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 004;4º LEV              ;6.1;17.4;2.9
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 005;5º LEV              ;7;20;2.9
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 006;6º LEV              ;7;23.7;3.4
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 007;7º LEV              ;7;23.5;3.4
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 008;8º LEV              ;7;23.5;3.4
2021/22             ;UNICA          ;AC;SOJA                                    ;4744; 009;9º LEV              ;6;22.7;3.8
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 010;10º LEV             ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 011;11º LEV             ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 012;12º LEV             ;2.3;6.2;2.7
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 001;1º LEV              ;2.2;7.7;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 002;2º LEV              ;2.2;7.7;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 003;3º LEV              ;2.3;8.1;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 004;4º LEV              ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 005;5º LEV              ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 006;6º LEV              ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 007;7º LEV              ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 008;8º LEV              ;2.8;9.8;3.5
2021/22             ;UNICA          ;AL;SOJA                                    ;4744; 009;9º LEV              ;2.8;9.8;3.5
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 010;10º LEV             ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 011;11º LEV             ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 012;12º LEV             ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 001;1º LEV              ;2.4;6.2;2.6
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 002;2º LEV              ;2.4;6.2;2.6
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 003;3º LEV              ;4.5;11.6;2.6
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 004;4º LEV              ;4.5;11.6;2.6
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 005;5º LEV              ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 006;6º LEV              ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 007;7º LEV              ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 008;8º LEV              ;4.5;13.5;3
2021/22             ;UNICA          ;AM;SOJA                                    ;4744; 009;9º LEV              ;4.5;13.5;3
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 010;10º LEV             ;6.5;17.2;2.6
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 011;11º LEV             ;6.5;17.2;2.6
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 012;12º LEV             ;6.5;17.2;2.6
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 001;1º LEV              ;5.3;14.1;2.7
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 002;2º LEV              ;5.3;14.1;2.7
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 003;3º LEV              ;5.3;14.1;2.7
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 004;4º LEV              ;5.3;14.1;2.7
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 005;5º LEV              ;5.3;14.1;2.7
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 006;6º LEV              ;6.5;17.2;2.6
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 007;7º LEV              ;6.5;17.2;2.6
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 008;8º LEV              ;6.5;17.2;2.6
2021/22             ;UNICA          ;AP;SOJA                                    ;4744; 009;9º LEV              ;6.5;17.2;2.6
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 010;10º LEV             ;1779.2;6940.7;3.9
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 011;11º LEV             ;1779.2;6940.7;3.9
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 012;12º LEV             ;1893.2;7279.4;3.8
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 001;1º LEV              ;1760.5;6709.3;3.8
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 002;2º LEV              ;1760.5;6709.3;3.8
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 003;3º LEV              ;1740.1;6631.5;3.8
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 004;4º LEV              ;1740.1;6995.2;4
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 005;5º LEV              ;1799.7;7018.8;3.9
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 006;6º LEV              ;1799.7;7018.8;3.9
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 007;7º LEV              ;1800;7020;3.9
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 008;8º LEV              ;1779.2;6938.9;3.9
2021/22             ;UNICA          ;BA;SOJA                                    ;4744; 009;9º LEV              ;1779.2;6938.9;3.9
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;CE;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 010;10º LEV             ;84.2;313.2;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 011;11º LEV             ;84.2;313.2;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 012;12º LEV             ;84.2;316.9;3.8
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 001;1º LEV              ;80;303.1;3.8
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 002;2º LEV              ;84.2;319;3.8
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 003;3º LEV              ;84.2;319;3.8
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 004;4º LEV              ;80;297.6;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 005;5º LEV              ;84.2;313.2;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 006;6º LEV              ;84.2;313.2;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 007;7º LEV              ;84.2;313.2;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 008;8º LEV              ;84.2;313.2;3.7
2021/22             ;UNICA          ;DF;SOJA                                    ;4744; 009;9º LEV              ;84.2;313.2;3.7
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;ES;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 010;10º LEV             ;4050.6;16032.3;4
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 011;11º LEV             ;4050.6;16032.3;4
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 012;12º LEV             ;4393.6;17684.2;4
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 001;1º LEV              ;3900.9;14125.2;3.6
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 002;2º LEV              ;3900.9;14125.2;3.6
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 003;3º LEV              ;3948.9;14216;3.6
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 004;4º LEV              ;3985.8;14348.9;3.6
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 005;5º LEV              ;4050.6;15019.6;3.7
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 006;6º LEV              ;4050.6;16044.4;4
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 007;7º LEV              ;4050.6;15918.9;3.9
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 008;8º LEV              ;4050.6;16032.3;4
2021/22             ;UNICA          ;GO;SOJA                                    ;4744; 009;9º LEV              ;4050.6;16032.3;4
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 010;10º LEV             ;1192.8;3973.2;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 011;11º LEV             ;1192.8;3973.2;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 012;12º LEV             ;1075.1;3522;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 001;1º LEV              ;1005.7;3258.5;3.2
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 002;2º LEV              ;1018.8;3300.9;3.2
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 003;3º LEV              ;1038.9;3386.8;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 004;4º LEV              ;1045.9;3409.6;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 005;5º LEV              ;1045.9;3409.6;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 006;6º LEV              ;1045.9;3461.9;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 007;7º LEV              ;1098.2;3665.8;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 008;8º LEV              ;1117.3;3725.1;3.3
2021/22             ;UNICA          ;MA;SOJA                                    ;4744; 009;9º LEV              ;1192.8;3972;3.3
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 010;10º LEV             ;1982.9;7590.5;3.8
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 011;11º LEV             ;1982.9;7590.5;3.8
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 012;12º LEV             ;1982.9;7616.3;3.8
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 001;1º LEV              ;1899.3;7044.5;3.7
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 002;2º LEV              ;2003.8;7432.1;3.7
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 003;3º LEV              ;1927.8;7150.2;3.7
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 004;4º LEV              ;1931.6;6965.3;3.6
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 005;5º LEV              ;1941.1;7009.3;3.6
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 006;6º LEV              ;1946.8;7078.6;3.6
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 007;7º LEV              ;1982.9;7618.3;3.8
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 008;8º LEV              ;1982.9;7590.5;3.8
2021/22             ;UNICA          ;MG;SOJA                                    ;4744; 009;9º LEV              ;1982.9;7590.5;3.8
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 010;10º LEV             ;3514.6;8832.2;2.5
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 011;11º LEV             ;3514.6;8832.2;2.5
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 012;12º LEV             ;3660.3;9765.7;2.7
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 001;1º LEV              ;3450.7;12457;3.6
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 002;2º LEV              ;3514.6;12687.7;3.6
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 003;3º LEV              ;3514.6;12863.4;3.7
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 004;4º LEV              ;3514.6;12582.3;3.6
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 005;5º LEV              ;3514.6;9700.3;2.8
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 006;6º LEV              ;3514.6;9067.7;2.6
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 007;7º LEV              ;3514.6;8856.8;2.5
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 008;8º LEV              ;3514.6;8856.8;2.5
2021/22             ;UNICA          ;MS;SOJA                                    ;4744; 009;9º LEV              ;3514.6;8832.2;2.5
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 010;10º LEV             ;10909.4;40746.6;3.7
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 011;11º LEV             ;10909.4;40746.6;3.7
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 012;12º LEV             ;11108.5;42867.7;3.9
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 001;1º LEV              ;10825.5;37878.4;3.5
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 002;2º LEV              ;10877.9;38061.8;3.5
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 003;3º LEV              ;10898.9;38320.5;3.5
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 004;4º LEV              ;10898.9;38320.5;3.5
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 005;5º LEV              ;10888.4;38969.6;3.6
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 006;6º LEV              ;10909.4;39186.6;3.6
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 007;7º LEV              ;10909.4;39186.6;3.6
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 008;8º LEV              ;10909.4;39961.1;3.7
2021/22             ;UNICA          ;MT;SOJA                                    ;4744; 009;9º LEV              ;10909.4;40746.6;3.7
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 010;10º LEV             ;829.2;2500;3
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 011;11º LEV             ;829.2;2500;3
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 012;12º LEV             ;828.5;2623;3.2
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 001;1º LEV              ;731.9;2281.3;3.1
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 002;2º LEV              ;753.9;2349.9;3.1
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 003;3º LEV              ;753.9;2349.9;3.1
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 004;4º LEV              ;753.9;2349.9;3.1
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 005;5º LEV              ;753.9;2233.1;3
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 006;6º LEV              ;827.8;2374.1;2.9
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 007;7º LEV              ;828.5;2376.1;2.9
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 008;8º LEV              ;828.5;2496.3;3
2021/22             ;UNICA          ;PA;SOJA                                    ;4744; 009;9º LEV              ;829.2;2500;3
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;PB;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;PE;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 010;10º LEV             ;893.2;3164.6;3.5
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 011;11º LEV             ;893.2;3164.6;3.5
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 012;12º LEV             ;850.7;3073.6;3.6
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 001;1º LEV              ;893.2;3048.5;3.4
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 002;2º LEV              ;893.2;3048.5;3.4
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 003;3º LEV              ;893.2;3048.5;3.4
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 004;4º LEV              ;893.2;3048.5;3.4
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 005;5º LEV              ;893.2;3048.5;3.4
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 006;6º LEV              ;893.2;3048.5;3.4
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 007;7º LEV              ;893.2;3279.8;3.7
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 008;8º LEV              ;893.2;3279.8;3.7
2021/22             ;UNICA          ;PI;SOJA                                    ;4744; 009;9º LEV              ;893.2;3279.8;3.7
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 010;10º LEV             ;5668.8;12250.3;2.2
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 011;11º LEV             ;5668.8;12250.3;2.2
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 012;12º LEV             ;5668.8;13174.3;2.3
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 001;1º LEV              ;5623.8;20684.3;3.7
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 002;2º LEV              ;5629.4;20704.9;3.7
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 003;3º LEV              ;5635;20725.5;3.7
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 004;4º LEV              ;5635;18465.9;3.3
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 005;5º LEV              ;5685.7;13048.7;2.3
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 006;6º LEV              ;5685.7;11741;2.1
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 007;7º LEV              ;5696.9;11701.4;2.1
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 008;8º LEV              ;5680;12104.1;2.1
2021/22             ;UNICA          ;PR;SOJA                                    ;4744; 009;9º LEV              ;5668.8;12250.3;2.2
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;RJ;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;RN;SOJA                                    ;4744; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;RO;SOJA                                    ;4744; 010;10º LEV             ;491.7;1668.8;3.4
2021/22             ;UNICA          ;RO;SOJA                                    ;4744; 011;11º LEV             ;491.7;1668.8;3.4
2021/22             ;UNICA          ;RO;SOJA                                    ;4744; 012;12º LEV             ;491.7;1526.7;3.1
2021/22             ;UNICA          ;RO;SOJA                                    ;4744; 001;1º LEV              ;396.5;1311.6;3.3
2021/22             ;UNICA          ;RO;SOJA                                    ;4744; 002;2º LEV              ;469.1;1551.8;3.3
